Mon Nov  9 12:05:36 2020
Joystick Mode (120s)
{'Time': 9649, 'Left_wheel_dist': -19, 'Right_wheel_dist': -13, 'IMU_roll': -0.01, 'IMU_pitch': -0.07, 'IMU_yaw': 3.60, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 24, 'Acc_Accu': 1140}
{'Time': 67309, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.80, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 67411, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 67513, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 67603, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 67705, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 67808, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 67910, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 68013, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 68104, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 68206, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 68308, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 68410, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 68512, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 68615, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 68705, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 68807, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 68911, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 69013, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 69104, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 69207, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 69308, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 69410, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 69513, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 69615, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 69706, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 69810, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 69913, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 70016, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 70107, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 70209, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 70311, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 70413, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 70515, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 70606, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 70709, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 70811, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 70914, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 71015, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 71117, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.80, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 71208, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 71310, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 71412, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 71515, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 71617, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 71708, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 71811, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 71912, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 72014, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 72117, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 72207, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 72309, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 72412, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 72514, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 72616, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 72718, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 72808, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 72910, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73013, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 73115, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73218, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 73319, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73410, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 73513, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 73615, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73717, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73820, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 73910, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 74012, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74115, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 74216, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74318, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74421, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 74511, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 74613, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74716, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 74818, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74920, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75012, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 75113, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75215, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75318, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 75420, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75523, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 75614, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 75716, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75819, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
