Mon Nov  9 11:56:06 2020
Joystick Mode (120s)
{'Time': 9643, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 5.16, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.80, 'Loop_dt': 25, 'Acc_Accu': 1137}
{'Time': 72670, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 72772, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 72876, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 72978, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73069, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 73171, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73273, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73375, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73478, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 73569, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 73671, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73774, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 73875, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 73977, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74080, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 74170, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 74272, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2278, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74375, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 74477, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74579, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74671, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 74773, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74875, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 74977, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75079, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2278, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75182, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 75273, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2278, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 75375, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75478, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 75579, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.95, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75681, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75772, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 75874, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 75976, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 76079, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 76181, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 76272, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 76375, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 76476, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 76578, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 76681, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2278, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 76783, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 76874, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 76977, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 77079, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2278, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 77181, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 77283, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 77373, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 77475, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 77578, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 77680, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 77783, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 77874, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 77976, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 78078, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 78180, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 78282, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 78385, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 78475, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 78577, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 78680, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 78781, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 78883, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 78986, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 79076, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 79178, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 79281, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 79383, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 79485, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 79577, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 79680, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 79782, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 79884, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 79986, 'Left_wheel_dist': -2357, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 80077, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 80180, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 80282, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 80385, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 80486, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 80577, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 80679, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 80781, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 80883, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 80986, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 81088, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.96, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
